city,date,pm2.5,pm10,no,no2,nox,nh3,co,so2,o3,aqi
Chennai,5/11/2019,98.83,181.03,9.5,19.12,27.57,50.12,1.08,8.17,46.2,261
Coimbatore,5/11/2019,48.43,62.59,10.02,31.98,41.99,2.93,0.73,11.04,44.09,93
Delhi,5/11/2019,190.41,296.98,32.28,44.32,53.16,33.01,1.43,13.17,39.23,385
Gurugram,5/11/2019,152.59,244.2,12.67,33.7,31.94,33.01,0.75,14.77,27.86,360
Guwahati,5/11/2019,51.29,130.43,53.03,18.23,106.59,3.84,0.88,10.17,18.27,123
Hyderabad,5/11/2019,84.85,157.6,6.75,36.15,23.28,23.37,0.75,13.54,28.26,155
Jaipur,5/11/2019,73.22,147.13,37.42,56.9,77.62,46.42,1.17,11.88,38.39,154
Jorapokhar,5/11/2019,78.73,111.58,8.72,8.94,77.62,6.29,1.17,4.92,35.58,155
Kolkata,5/11/2019,118.34,221.56,34.21,56.85,88.37,16.67,1.39,11.49,42.73,208
Lucknow,5/11/2019,230.03,221.56,16.36,49.05,39.12,9.16,0.84,8.92,41.37,455
Mumbai,5/11/2019,36.96,76.94,12.57,30.58,42.93,14.93,0.85,15.39,22.29,79
Patna,5/11/2019,248.06,76.94,14.75,21.94,14.63,14.93,2.11,64.97,68.85,416
Shillong,5/11/2019,248.06,76.94,14.75,21.94,14.63,14.93,2.11,64.97,68.85,416
Talcher,5/11/2019,49.14,67.7,38.52,1.93,39.85,8.32,2.5,35.68,13.65,110
Thiruvananthapuram,5/11/2019,26.2,50.49,0.97,3.85,2.52,1.77,1.09,10.17,37.51,66
Visakhapatnam,5/11/2019,114.41,252.29,25.48,66.87,56.28,17.58,1.25,23.79,47.37,271
Ahmedabad,6/11/2019,112.08,171.65,28.47,192.27,126.26,17.58,28.47,120.4,79.31,561
Amaravati,6/11/2019,89.53,148.15,4,22.79,15.39,13,0.89,20.75,42.72,190
Amritsar,6/11/2019,137.13,221.46,16.97,9.95,26.71,12.99,0.48,10.68,18.85,254
Bengaluru,6/11/2019,94.17,142.05,26.51,38.83,53.01,20.6,1.36,5.74,55.74,169
Bhopal,6/11/2019,80.33,174.05,10.14,53.19,36.53,17.61,1.33,15.74,56.88,146
Brajrajnagar,6/11/2019,83.14,181.43,11.19,8.78,13.81,72.47,1.41,10.37,5.73,200
Chandigarh,6/11/2019,58.85,125.5,15.47,7.78,13.85,17.58,1.02,11.69,9.64,117
Chennai,6/11/2019,105.94,183.42,8.85,18.98,26.64,47.78,1.09,7.9,45.94,229
Coimbatore,6/11/2019,44.09,56.54,11.03,21.36,31.42,3.88,0.27,9.79,41.21,85
Delhi,6/11/2019,101.09,207.19,57.56,54.77,81.72,31.99,1.52,11.58,29.77,265
Gurugram,6/11/2019,93.32,158.87,27.64,40.46,47.21,31.99,0.66,17.05,32.48,221
Guwahati,6/11/2019,41.07,73.87,28.25,13.6,60.94,3.93,0.7,10.04,18.19,90
Hyderabad,6/11/2019,84,155.75,8.64,35.47,24.61,20.55,0.85,9.23,27.88,177
Jaipur,6/11/2019,49.36,113.7,13.89,43.71,48.42,35.9,0.86,12.32,49.84,139
Jorapokhar,6/11/2019,73.1,107.97,8.81,9.2,48.42,6.29,0.86,5.36,46.57,159
Kolkata,6/11/2019,141.21,244.81,15.85,52.13,67.98,18.07,1.3,9.59,49.62,296
Lucknow,6/11/2019,184.59,244.81,19.35,57.36,46.3,11.19,0.93,9.32,24.88,353
Mumbai,6/11/2019,52.87,101.96,25.56,37.21,62.77,15.25,1.01,12.45,20.34,105
Patna,6/11/2019,181.24,101.96,14.68,23.49,14.99,15.25,1.76,66.24,91.81,349
Shillong,6/11/2019,181.24,101.96,14.68,23.49,14.99,15.25,1.76,66.24,91.81,349
Talcher,6/11/2019,44.28,221.37,39.67,1.78,40.53,8.37,2.17,35.67,13.07,117
Thiruvananthapuram,6/11/2019,21.36,50.81,0.92,3.98,2.57,1.97,1.1,9.44,41.04,67
Visakhapatnam,6/11/2019,116.67,183.4,11.14,54.7,38.15,15.05,1.18,24.78,60.65,266
Ahmedabad,7/11/2019,56.86,79.47,15.77,156.28,94.22,15.05,15.77,163.2,46.86,358
Amaravati,7/11/2019,85.95,135.44,4.35,24.78,16.8,13.37,1.04,15.74,47.62,198
Amritsar,7/11/2019,34.94,71.87,17.16,9.95,26.82,13.01,0.55,8.74,15.72,212
Bengaluru,7/11/2019,92.21,136.66,28.33,44.07,61.28,21.68,1.38,5.9,54.15,174
Bhopal,7/11/2019,65.45,145.09,6.22,36.89,24.68,18.15,1.1,15.52,45.14,186
Brajrajnagar,7/11/2019,81.1,177.97,16.43,14.19,22.13,63.28,0.52,10.27,5.33,174
Chandigarh,7/11/2019,46.3,84.99,15.71,9.68,14.7,17.99,0.79,8.19,7.92,100
Chennai,7/11/2019,121.43,201.76,10.6,18.15,27.37,48.42,1.04,7.08,47.64,273
Coimbatore,7/11/2019,42.52,55.08,10.01,22.85,32.86,3.56,0.3,10.34,38.86,72
Delhi,7/11/2019,182.47,292.56,29.02,51.64,54.77,37.3,1.58,11.95,23.72,296
Gurugram,7/11/2019,160.41,279.95,10.19,45.65,37.34,37.3,0.77,8.58,19.44,280
Guwahati,7/11/2019,53.17,112.41,44.87,15.87,90.67,4.59,0.9,10.36,18.06,110
Hyderabad,7/11/2019,70.7,125.56,4.46,27.89,17.71,15.01,0.65,6.2,31.05,155
Jaipur,7/11/2019,43.43,86.17,6.41,29.33,28.05,23.35,0.69,10.61,54.77,101
Jorapokhar,7/11/2019,87.87,122.77,9,9.72,28.05,6.33,0.69,6.3,96.66,173
Kolkata,7/11/2019,88.07,180.18,24.96,56.32,81.19,19.12,0.95,11.24,41.41,236
Lucknow,7/11/2019,221.38,180.18,45.51,72.7,73.07,17.31,1.33,13.16,29.59,369
Mumbai,7/11/2019,19.26,52.22,9.35,20.79,30.05,13.56,0.61,9.31,13.36,84
Patna,7/11/2019,181.71,52.22,22.69,23.75,19.75,13.56,2.43,64.57,78.19,346
Shillong,7/11/2019,181.71,52.22,22.69,23.75,19.75,13.56,2.43,64.57,78.19,346
Talcher,7/11/2019,48.32,512.41,41.82,1.21,41.62,8.49,2.11,36.43,13.67,401
Thiruvananthapuram,7/11/2019,21.4,45.02,0.9,3.18,2.18,2.09,0.95,9.01,40.88,65
Visakhapatnam,7/11/2019,97.75,153.08,6.25,49.32,31.31,12.77,0.95,31.16,63.15,275
Ahmedabad,8/11/2019,64.96,92.32,14.87,157.51,93.79,12.77,14.87,174.83,27.22,316
Amaravati,8/11/2019,81.5,128.86,3.06,20.13,13.3,13.9,0.93,21.32,52.53,174
Amritsar,8/11/2019,24.18,61.24,17.21,10.04,27.25,13.03,0.8,10.71,16.33,54
Bengaluru,8/11/2019,69.3,110.88,17.73,38.45,47.34,22.41,1.29,6.55,42.01,159
Bhopal,8/11/2019,44.76,84.77,2.99,25.32,15.89,13.66,0.77,11.62,57.43,97
Brajrajnagar,8/11/2019,62.63,141.47,16.43,12.46,21.19,66.83,0.6,12.66,6.55,141
Chandigarh,8/11/2019,45.3,72.48,38.26,8.67,35.9,7.29,0.74,9.2,9.4,82
Chennai,8/11/2019,142.9,196.37,9.56,17.94,26.41,44.44,0.96,7.75,55.69,294
Coimbatore,8/11/2019,29.68,44.27,8.53,20.4,28.93,3.57,0.31,10.35,44.38,66
Delhi,8/11/2019,154.14,253.44,51.48,52.79,73.74,38.97,1.68,14.04,32.33,346
Gurugram,8/11/2019,157.05,255.53,14.41,45.85,42.36,38.97,1.17,0.21,26.65,335
Guwahati,8/11/2019,46.78,101.47,30.12,12.73,63.12,4.26,0.87,10.17,18.06,114
Hyderabad,8/11/2019,69.8,129.17,8.51,29.95,21.6,15.53,0.71,7.62,28.77,131
Jaipur,8/11/2019,88.44,156.68,5.4,36.18,33.67,34.9,0.9,10.46,63.63,162
Jorapokhar,8/11/2019,82.13,115.11,8.81,9.66,33.67,6.28,0.9,6.06,94.89,211
Kolkata,8/11/2019,50.55,103.92,9.91,32.06,41.23,19.43,0.59,6.13,29.77,159
Lucknow,8/11/2019,188.06,103.92,42.16,66.58,70.2,16.35,1.27,14.77,32.97,362
Mumbai,8/11/2019,12.19,41.81,13.33,22.57,35.9,11.76,0.61,8.53,15.25,57
Patna,8/11/2019,202,41.81,28.08,20.49,22.23,11.76,2.61,66.01,51.07,367
Shillong,8/11/2019,202,41.81,28.08,20.49,22.23,11.76,2.61,66.01,51.07,367
Talcher,8/11/2019,57.45,493.34,39.71,1.9,40.38,8.35,1.68,36.34,13.75,516
Thiruvananthapuram,8/11/2019,19.01,47.27,0.96,3.47,2.26,2.61,1.08,8.21,32.8,65
Visakhapatnam,8/11/2019,77.22,174.76,44.7,76.77,77.19,13.36,1.05,21.67,37.14,169
Ahmedabad,9/11/2019,48.99,107.67,14.05,163.7,95.88,13.36,14.05,167.13,38.58,358
Amaravati,9/11/2019,77.93,128.41,2.23,14.09,9.4,13.92,0.75,20.18,58.79,168
Amritsar,9/11/2019,42.84,81.33,17.28,10.04,27.28,13,0.78,9.2,12.92,72
Bengaluru,9/11/2019,47.14,102.59,12.78,35.19,40.02,20.88,1.07,5.61,41.92,116
Bhopal,9/11/2019,101.67,165.64,2.3,31.65,18.71,14.92,1.03,12.5,109.33,167
Brajrajnagar,9/11/2019,38.64,109.84,12.82,11.79,21.22,95.05,0.63,13.9,5.57,122
Chandigarh,9/11/2019,47.33,80.15,11.26,7.59,13.85,95.05,0.61,10.8,10.68,81
Chennai,9/11/2019,96.8,172.27,10.06,13.83,22.12,19.52,0.86,5.4,53.69,253
Coimbatore,9/11/2019,33.6,39.11,9.49,17.88,27.37,3.8,0.33,9.84,46.4,70
Delhi,9/11/2019,140.8,230.5,35.56,44.01,56.07,35.4,1.34,11.58,30.42,321
Gurugram,9/11/2019,128.98,214.16,6.12,34.22,28.18,35.4,0.82,4.53,23.92,316
Guwahati,9/11/2019,46.15,72.78,14.02,11.2,34.99,3.08,0.77,10.01,17.91,84
Hyderabad,9/11/2019,81.35,146.94,4.9,29.9,19.58,15.9,0.67,9.4,32.63,156
Jaipur,9/11/2019,83.04,144.05,5.47,35.61,33.51,37.13,0.77,10.93,62.47,220
Jorapokhar,9/11/2019,45.74,98.21,8.73,9.25,33.51,6.29,0.77,5.88,70.21,117
Kolkata,9/11/2019,11.92,34.15,7.48,15.9,21.94,16.9,0.43,5.26,30.06,64
Lucknow,9/11/2019,161.6,34.15,33.33,60.77,59.48,29.8,1.18,10.19,31.36,332
Mumbai,9/11/2019,27.12,73.34,18.64,31.47,50.12,13.91,0.8,8.97,14.44,82
Patna,9/11/2019,126.4,73.34,45.64,67.53,44.34,13.91,1.62,57.23,43.33,328
Shillong,9/11/2019,126.4,73.34,45.64,67.53,44.34,13.91,1.62,57.23,43.33,328
Talcher,9/11/2019,37.33,76.58,36.81,2.05,38.86,8.19,1.15,35.36,12.01,226
Thiruvananthapuram,9/11/2019,14.52,31.08,0.88,2.51,1.84,2.47,1.01,9.28,35.34,64
Visakhapatnam,9/11/2019,57.05,142.8,30.38,57.39,55.22,12.24,0.93,19.4,33.06,158
Ahmedabad,10/11/2019,68.07,133.46,9.16,155.92,86.5,12.24,9.16,168.45,51.38,282
Amaravati,10/11/2019,51.46,82.75,1.84,12.24,8.01,11.48,0.64,11.75,44.89,126
Amritsar,10/11/2019,84.92,143.08,17.28,10.24,27.46,13.05,0.41,10.17,22.42,140
Bengaluru,10/11/2019,52.86,102.92,11.34,30.63,31.84,20.13,1,5.26,41.1,96
Bhopal,10/11/2019,99.16,177.35,10.72,43.8,32.01,19.28,1.34,11.29,90.45,234
Brajrajnagar,10/11/2019,43.3,95.82,12.63,3.84,7.34,49.2,0.31,14.83,5.48,99
Chandigarh,10/11/2019,72.51,131.65,18.24,7.08,15.67,49.2,0.85,12.45,9.62,106
Chennai,10/11/2019,93.13,198.2,11.81,13.01,24.79,17.81,0.98,5.46,53.81,230
Coimbatore,10/11/2019,23.15,25.42,8.75,14.92,23.68,4.07,0.28,9.79,44.49,69
Delhi,10/11/2019,192.35,296.44,30.88,50.35,56.41,32.4,1.44,13.95,38.5,339
Gurugram,10/11/2019,157.5,256.26,5.42,33.07,25.61,32.4,0.77,11.01,30.41,300
Guwahati,10/11/2019,15.96,28.8,11.05,8.88,27.67,2.95,0.54,10.1,18.07,50
Hyderabad,10/11/2019,72.38,133.78,3.52,28.07,17.44,12.72,0.57,11.76,38.45,169
Jaipur,10/11/2019,76.91,143.75,6.01,36.9,35.2,32.89,0.83,10.81,68.85,188
Jorapokhar,10/11/2019,42.71,98.61,8.7,9.21,35.2,6.3,0.83,6.06,56.02,97
Kolkata,10/11/2019,19.4,43.14,6.53,19.76,25.71,13.62,0.51,6.03,37.37,53
Lucknow,10/11/2019,105.68,43.14,22.75,44.77,42.04,29.81,1.53,7.82,26.51,265
Mumbai,10/11/2019,49.51,98.73,26.17,30.33,56.49,13.09,1.02,9.21,21.17,97
Patna,10/11/2019,101.6,98.73,49.57,99.05,55.73,13.09,1.35,55.44,53.98,265
Shillong,10/11/2019,101.6,98.73,49.57,99.05,55.73,13.09,1.35,55.44,53.98,265
Talcher,10/11/2019,23.65,74.15,36.26,2.31,38.54,8.16,1.12,34.5,11.73,74
Thiruvananthapuram,10/11/2019,9.64,30.39,0.94,2.16,1.68,2.38,1.02,8.68,32.36,63
Visakhapatnam,10/11/2019,38.34,88.54,14.13,41.66,33.73,6.36,0.88,11.09,42.15,111
Ahmedabad,11/11/2019,84.08,170.94,17.69,208.92,122.08,6.36,17.69,11.09,49.3,289
Amaravati,11/11/2019,39.26,68.41,2.81,16.23,10.92,10.87,0.67,10.97,39.44,77
Amritsar,11/11/2019,84.63,158.85,17.16,10.25,27.34,13.06,0.8,11.04,27.87,160
Bengaluru,11/11/2019,61.83,117.91,8.64,33.11,34.39,20.35,0.96,5.67,57.13,124
Bhopal,11/11/2019,92.96,199.03,16.07,51.48,40.44,18.67,1.38,15.28,67.58,220
Brajrajnagar,11/11/2019,42.37,109.49,17.88,18.7,19.25,58.82,0.47,16.54,8.78,102
Chandigarh,11/11/2019,103.38,157.59,14.31,10.07,9.72,58.82,0.84,9.4,13.19,198
Chennai,11/11/2019,61.45,104.29,10.51,14.86,23.68,28.7,0.82,8.85,43.01,192
Coimbatore,11/11/2019,37.65,50.65,11.44,29.58,41.05,3.36,0.53,10.52,37.11,83
Delhi,11/11/2019,252.48,380.54,45.96,61.36,75.05,37.01,1.79,15.18,42.35,376
Gurugram,11/11/2019,210.54,330.45,16.44,46.43,42.75,37.01,1.18,8.95,32.4,340
Guwahati,11/11/2019,25.98,50.97,18.57,11.88,43.23,2.34,0.52,10.01,18.12,36
Hyderabad,11/11/2019,60.06,122.21,5.61,30.62,20.55,11.9,0.64,6.83,27.21,122
Jaipur,11/11/2019,82.58,153.14,7.47,41.64,39.37,32.9,0.92,10.78,66.41,192
Jorapokhar,11/11/2019,55.88,125.52,8.65,9.06,39.37,6.31,0.92,5.21,50.6,104
Kolkata,11/11/2019,31.74,81.19,31.45,29.62,59.18,12.38,0.95,8.63,21.54,70
Lucknow,11/11/2019,137.17,81.19,9.48,39.5,28.59,11.61,1.63,8.25,39.84,245
Mumbai,11/11/2019,57.72,106.42,18.86,39.04,57.85,13.54,1.12,10.26,26.65,108
Patna,11/11/2019,129.03,106.42,25.06,95.33,39.18,13.54,0.86,62.79,86.13,282
Shillong,11/11/2019,129.03,106.42,25.06,95.33,39.18,13.54,0.86,62.79,86.13,282
Talcher,11/11/2019,43.57,154.48,21.85,6.51,28.35,7.05,1.69,35.23,12.4,105
Thiruvananthapuram,11/11/2019,18.73,39.27,0.92,3.25,2.14,3.16,1.12,9.43,38.87,69
Visakhapatnam,11/11/2019,37.12,98.86,22.24,43.05,40.98,2.37,1.1,6.17,39.97,105
Ahmedabad,12/11/2019,100.47,217.53,47.92,292.02,197.09,2.37,47.92,6.17,34.64,733
Amaravati,12/11/2019,37.5,69.2,4.33,20.42,14.47,10.74,0.91,11.84,34.42,94
Amritsar,12/11/2019,168.71,313.31,17.19,10.31,27.43,12.92,0.78,12.55,19.71,285
Bengaluru,12/11/2019,27.77,68.96,7.02,26.07,27.22,16.45,1,6.13,46.59,96
Bhopal,12/11/2019,82.3,178.74,13.38,52.38,38.75,17.8,1.44,22.17,59.06,193
Brajrajnagar,12/11/2019,60.96,144.97,17.5,11.75,22.71,95.68,0.62,16.66,5.66,115
Chandigarh,12/11/2019,113.03,157.15,10.32,13.33,6.5,95.68,0.79,10.7,11.25,270
Chennai,12/11/2019,31.32,71.74,9.95,15.61,25.55,43.56,0.54,8.42,31.9,77
Coimbatore,12/11/2019,52.48,61.45,12.21,31.26,43.46,3.19,0.58,12.9,47.02,74
Delhi,12/11/2019,384.34,529.59,51.47,66.1,83.09,40.72,2.25,14.41,48.8,475
Gurugram,12/11/2019,350.49,481.04,41.37,60.71,72.07,40.72,1.79,1.71,35.2,425
Guwahati,12/11/2019,66.5,115.05,48.72,13.55,94.49,5.59,0.95,10.4,18.17,96
Hyderabad,12/11/2019,56.27,111.69,4.11,27.67,17.74,11.32,0.48,8.28,32.11,104
Jaipur,12/11/2019,92.89,171.8,5.68,41.03,37.62,35.26,0.96,10.18,70.64,209
Jorapokhar,12/11/2019,62.87,110.06,8.91,9.08,37.62,6.33,0.96,6,71.96,118
Kolkata,12/11/2019,83.3,181.97,93.88,58.28,147.85,27.04,1.71,11.53,32.19,173
Lucknow,12/11/2019,180.1,181.97,21.72,49,43.45,11.77,1.56,10.11,47.48,307
Mumbai,12/11/2019,69.7,132.42,23.32,42.53,65.85,15.99,1.21,12.41,32.22,134
Patna,12/11/2019,158.7,132.42,67.77,121.62,72.61,15.99,1.99,62.22,90.88,309
Shillong,12/11/2019,158.7,132.42,67.77,121.62,72.61,15.99,1.99,62.22,90.88,309
Talcher,12/11/2019,56.68,223.74,5.19,10.43,14.38,5.46,1.7,38.71,12.58,168
Thiruvananthapuram,12/11/2019,21.32,49.25,0.92,4.56,2.93,4.71,1.26,8.44,34.03,71
Visakhapatnam,12/11/2019,36.97,104.19,14.02,36.46,30.8,21.37,0.74,2.78,51.42,103
Ahmedabad,13-11-2019,88,145.34,18.8,226.03,131.69,21.37,18.8,2.78,32.59,638
Amaravati,13-11-2019,45.41,76.67,2.6,14.75,10.05,10.82,0.64,13.6,50.03,73
Amritsar,13-11-2019,189.44,339.69,17.22,10,27.22,13,0.48,16.3,15.22,358
Bengaluru,13-11-2019,30.39,81.26,10.37,28.6,31.5,17.33,0.93,6.37,43.84,83
Bhopal,13-11-2019,89.84,198.72,15.71,63.33,46.46,16.09,1.52,22.96,59.61,193
Brajrajnagar,13-11-2019,57.49,133.85,21.67,13.4,26.17,78.69,0.64,16.25,8.23,126
Chandigarh,13-11-2019,101.59,165.89,33.46,21.83,31.03,78.69,0.99,10.81,7.64,270
Chennai,13-11-2019,37.23,109.85,8.54,13.89,20.04,68.8,0.52,7.38,41.66,76
Coimbatore,13-11-2019,37.83,47.3,10.56,26.77,37.34,3.39,0.45,14.87,44.47,84
Delhi,13-11-2019,383.36,541.19,62.74,73.6,94.33,43.4,2.5,15.12,39.52,532
Gurugram,13-11-2019,388.11,513.91,33.53,78.03,74.95,43.4,2.09,3.01,32.69,502
Guwahati,13-11-2019,49.33,91.14,51.11,16.54,101.62,5.75,0.95,10.44,17.93,133
Hyderabad,13-11-2019,62.64,120.38,4.36,32.29,20.36,10.87,0.55,7.01,34.16,123
Jaipur,13-11-2019,127.34,213.07,8.79,50.46,49.62,53.67,1.22,14.53,64,250
Jorapokhar,13-11-2019,80.47,210.86,8.84,9.5,49.62,6.25,1.22,9.44,54.55,134
Kolkata,13-11-2019,93.94,204.82,61.28,61.02,117.62,29.31,1.37,12.42,36.07,240
Lucknow,13-11-2019,205.01,204.82,35.97,58.81,57.71,11.76,2.1,13.71,42.41,362
Mumbai,13-11-2019,64.9,122.75,19.44,47.12,66.57,17.01,1.03,9.55,28.58,140
Patna,13-11-2019,233.2,122.75,79.64,113.8,75.81,17.01,1.95,72.33,77.64,358
Shillong,13-11-2019,233.2,122.75,79.64,113.8,75.81,17.01,1.95,72.33,77.64,358
Talcher,13-11-2019,69.27,198.15,5.68,10.2,14.74,5.51,1.86,39.08,12.95,184
Thiruvananthapuram,13-11-2019,39.67,67.61,0.94,5.78,3.49,4.29,1.83,10.05,35.31,95
Visakhapatnam,13-11-2019,41.18,78.79,3.02,26.24,16.35,10.84,0.92,5.74,70.23,98
Ahmedabad,14-11-2019,49.19,116.2,20.01,202.95,121.82,10.84,20.01,155.16,27.68,415
Amaravati,14-11-2019,50.33,91.06,3.02,16.68,11.42,10.46,0.93,10.82,59.48,101
Amritsar,14-11-2019,148.61,260.33,17.22,10.09,27.31,12.99,0.56,20.51,10.01,334
Bengaluru,14-11-2019,23.32,61.17,11.88,26.92,32.14,17.36,0.92,6.12,38.82,80
Bhopal,14-11-2019,84.8,197.8,12.04,50.55,36.68,16.62,1.32,14.45,71.1,190
Brajrajnagar,14-11-2019,57.19,135.99,20.18,16.54,28.46,70.67,0.7,16.39,10.83,123
Chandigarh,14-11-2019,101.15,173.66,30.76,20.56,25.88,70.67,1.29,12.37,9.47,214
Chennai,14-11-2019,19.18,66.95,7.31,11.17,13.12,57.31,0.47,6.06,43.38,92
Coimbatore,14-11-2019,43.18,49.36,11.09,28.47,39.56,3.44,0.47,12.56,37.82,67
Delhi,14-11-2019,371.42,545.66,77.46,82.63,114.67,50.55,2.92,16.26,26.54,537
Gurugram,14-11-2019,361.14,573.72,43.29,80.51,87.29,50.55,2.34,11.93,24.67,488
Guwahati,14-11-2019,53.17,101.59,40.79,14.87,82.87,5.25,0.98,10.34,18.16,105
Hyderabad,14-11-2019,67.77,124.6,4.17,28.91,18.43,11.7,0.6,5.57,34.65,125
Jaipur,14-11-2019,131.2,229.9,6.03,44.48,42.32,52.68,1.1,10.81,68.85,277
Jorapokhar,14-11-2019,90.81,168.74,8.74,9.31,42.32,6.33,1.1,22.07,59.11,216
Kolkata,14-11-2019,78.47,171.14,42.01,60.5,101.9,23.66,1.19,11.15,31.36,199
Lucknow,14-11-2019,178.75,171.14,51.87,66.02,73.59,24.54,1.31,15.81,54.08,357
Mumbai,14-11-2019,62.54,123.27,17.52,45.44,62.96,17.78,0.79,11.34,31.66,128
Patna,14-11-2019,218.57,123.27,77.88,107.39,74.46,17.78,2.12,65.75,73.26,396
Shillong,14-11-2019,218.57,123.27,77.88,107.39,74.46,17.78,2.12,65.75,73.26,396
Talcher,14-11-2019,80.53,252.21,4.63,10.76,14.03,5.44,2.24,39.07,13.36,181
Thiruvananthapuram,14-11-2019,28.95,56.88,1.09,5.87,3.35,3.38,3.71,9.64,28.46,136
Visakhapatnam,14-11-2019,55.7,104.68,2.94,30.96,18.83,42.86,1,7.36,78.85,107
Ahmedabad,15-11-2019,43.56,94.58,10.3,121.43,70.98,42.86,10.3,145.89,16.36,411
Amaravati,15-11-2019,60.86,97.67,2.41,13.27,9.11,10.84,0.8,15.36,60.81,100
Amritsar,15-11-2019,103.87,180.68,17.23,10,27.24,12.98,0.65,29.92,9.71,317
Bengaluru,15-11-2019,26.33,65.78,15.95,28.61,38.17,18.25,1.1,6.02,18.93,77
Bhopal,15-11-2019,111.07,251.75,30.18,62.13,57.59,19.76,1.63,19.3,71.84,224
Brajrajnagar,15-11-2019,58.09,130.12,22.04,20.33,30.93,44.48,0.74,16.09,13.46,125
Chandigarh,15-11-2019,96.95,162.86,4.57,17.22,13.93,1,0.85,10.64,12.77,245
Chennai,15-11-2019,21.99,52.7,9.57,15.3,18.49,48.59,0.52,7.39,38.96,84
Coimbatore,15-11-2019,36.48,43.78,11.36,23.84,35.21,4.77,0.42,12.44,31.05,70
Delhi,15-11-2019,423.52,576.12,44.06,59.35,73.02,50.12,2.35,14.14,37.71,595
Gurugram,15-11-2019,435.04,638.62,9.76,59.63,46.75,50.12,1.94,34.95,50.9,548
Guwahati,15-11-2019,64.61,198.38,48.83,15.93,97.21,5.25,0.96,10.4,18.23,154
Hyderabad,15-11-2019,69.15,130.32,4.1,34.06,21.15,12.01,0.67,6.04,30.76,127
Jaipur,15-11-2019,72.25,136.96,11.23,34.85,37.29,27.58,0.81,12.16,47.29,248
Jorapokhar,15-11-2019,82.54,167.98,8.86,9.25,37.29,6.31,0.81,12.16,60.81,170
Kolkata,15-11-2019,73.73,161.01,63.94,53.69,113.96,25.83,1.3,9.17,27.47,186
Lucknow,15-11-2019,160.59,161.01,36.92,56.97,59.61,39.62,1.66,15.97,47.44,342
Mumbai,15-11-2019,69.75,128.01,17.47,48.03,65.5,18.87,0.88,10.86,29.62,131
Patna,15-11-2019,157.47,128.01,58.07,91.54,58.93,18.87,1.79,57.33,77.31,349
Shillong,15-11-2019,157.47,128.01,58.07,91.54,58.93,18.87,1.79,57.33,77.31,349
Talcher,15-11-2019,81.36,253.91,6.58,9.3,15.88,5.63,2.2,39.02,13.07,199
Thiruvananthapuram,15-11-2019,22.08,48.96,0.93,4.16,2.84,3.43,2.03,9.71,34.36,111
Visakhapatnam,15-11-2019,59.7,108.74,2.79,35.91,21.37,30.83,1.11,5.88,74.13,110
Ahmedabad,16-11-2019,70.05,133.55,28.74,145.72,103.85,30.83,28.74,156.97,16.41,433
Amaravati,16-11-2019,64.88,104.25,2.5,15.42,10.32,11.54,1.04,15.4,47.96,115
Amritsar,16-11-2019,86.49,164,17.17,9.91,27.08,13,0.36,13.01,11.08,259
Bengaluru,16-11-2019,20.62,57.92,12.03,26.87,33.07,17.27,1.01,6.16,21.06,82
Bhopal,16-11-2019,111.98,249.14,28.36,67.6,59.01,21.16,1.37,17.52,66.8,268
Brajrajnagar,16-11-2019,51.52,115.04,19.48,15.26,27.08,83.14,0.78,14.74,6.49,113
Chandigarh,16-11-2019,63.35,122.19,3.11,10.68,13.76,0.7,0.5,8.08,17.52,165
Chennai,16-11-2019,44.91,80.85,9.8,14.58,20.74,47.94,0.54,5.87,38.12,57
Coimbatore,16-11-2019,37.91,42.54,9.71,23.99,33.7,4.47,0.43,12.93,33.48,67
Delhi,16-11-2019,174.03,293,23.38,42.35,45.36,35.82,1.34,12.89,31.94,438
Gurugram,16-11-2019,171.39,299.85,5.96,40.67,31.04,35.82,1.09,38.3,38.4,434
Guwahati,16-11-2019,63.24,140.29,66.61,19.74,130.53,5.01,0.91,10.3,18.2,136
Hyderabad,16-11-2019,66.42,134.25,4.52,33.39,20.91,12.6,0.67,6.42,30.5,141
Jaipur,16-11-2019,78.29,143.57,13.45,40.06,42.66,19.74,0.85,14,51.04,167
Jorapokhar,16-11-2019,81,161.63,8.73,9.28,42.66,6.29,0.85,14,62.66,178
Kolkata,16-11-2019,86.92,170.48,67.18,59.83,122.19,26.43,1.33,10.57,36.57,187
Lucknow,16-11-2019,150.74,170.48,31.51,57.04,55.69,36.21,1.42,14.16,44.06,326
Mumbai,16-11-2019,77.05,135.69,15.82,42.82,58.64,19.51,0.86,15.39,31.08,149
Patna,16-11-2019,135.94,135.69,47.3,83.98,49.82,19.51,1.45,62.93,77.82,316
Shillong,16-11-2019,135.94,135.69,47.3,83.98,49.82,19.51,1.45,62.93,77.82,316
Talcher,16-11-2019,84.41,254.07,6.99,9.1,16.09,5.65,2.33,38.63,13.39,207
Thiruvananthapuram,16-11-2019,21.53,35.95,0.57,3.55,2.18,2.77,4.11,9.91,24.68,156
Visakhapatnam,16-11-2019,57.56,111.17,3.63,38.74,23.55,10.14,0.84,8.04,79.93,109
Ahmedabad,17-11-2019,58.66,78.4,29.52,136.69,100.34,10.14,29.52,135.46,16.08,632
Amaravati,17-11-2019,63.97,109.47,2.43,18.14,11.62,11.38,0.83,22.37,37.65,127
