city,date,pm2.5,pm10,no,no2,nox,nh3,co,so2,o3,aqi
Jorapokhar,1/9/2017,22.13,1.5,4.36,3.65,7.62,16.89,0.23,12.55,109.72,184
Lucknow,1/9/2017,20.76,1.5,7.39,14.04,7.62,16.89,1.62,4.62,18.1,70
Mumbai,1/9/2017,20.76,1.5,7.39,14.04,7.62,16.89,0,4.62,18.1,70
Patna,1/9/2017,20.76,1.5,7.39,14.04,7.62,16.89,0,4.62,18.1,70
Thiruvananthapuram,1/9/2017,18.93,52.14,1.98,4.1,3.8,16.89,0.9,4.01,7.69,54
Visakhapatnam,1/9/2017,18.93,52.14,1.98,4.1,0,16.89,0,4.01,7.69,54
Ahmedabad,2/9/2017,18.93,52.14,1.98,4.1,0,16.89,0,4.01,7.69,54
Amritsar,2/9/2017,27.65,70.89,10.45,12.53,0,10.74,0.7,5.59,7.36,62
Bengaluru,2/9/2017,114.92,87.12,24.01,31.99,0,24.44,0.82,4.8,15.86,135
Chennai,2/9/2017,48.82,87.12,6.65,9.9,8.56,24.44,0.2,4.76,33.32,86
Delhi,2/9/2017,20.06,45.86,23.23,26.09,10.33,33.97,0.48,4.76,25,88
Gurugram,2/9/2017,33.97,45.86,2.44,25.98,10.33,33.97,0.93,2.34,12.16,57
Hyderabad,2/9/2017,24.42,75.72,12.83,16.47,9.59,6.44,0.22,13.58,32.11,87
Jaipur,2/9/2017,25.23,76.9,4.53,26.6,9.59,16.96,0.45,8.44,112.46,233
Jorapokhar,2/9/2017,25.23,76.9,4.53,26.6,9.59,16.96,0.45,8.44,112.46,233
Lucknow,2/9/2017,21.69,76.9,6.56,13.09,9.59,16.96,1.68,4.69,18.2,72
Mumbai,2/9/2017,21.69,76.9,6.56,13.09,9.59,16.96,0,4.69,18.2,72
Patna,2/9/2017,21.69,76.9,6.56,13.09,9.59,16.96,0,4.69,18.2,72
Thiruvananthapuram,2/9/2017,14.23,35.43,1.83,5.36,4.33,16.96,0.99,5.05,7.59,60
Visakhapatnam,2/9/2017,14.23,35.43,1.83,5.36,0,16.96,0,5.05,7.59,60
Ahmedabad,3/9/2017,14.23,35.43,1.83,5.36,0,16.96,0,5.05,7.59,60
Amritsar,3/9/2017,28.76,82.4,10.36,17.58,0,10.72,0.74,3.45,9.65,77
Bengaluru,3/9/2017,14.2,59.94,16.73,30.59,0,24.2,0.68,4.77,29.74,107
Chennai,3/9/2017,34.52,59.94,8.24,11.05,10.15,24.2,0.22,4.65,45.44,93
Delhi,3/9/2017,38.19,79.78,20.33,27.32,8.88,25.9,0.4,4.65,25.07,88
Gurugram,3/9/2017,33.95,79.78,2.54,26.13,8.88,25.9,0.92,3.26,11.25,57
Hyderabad,3/9/2017,12.96,37.21,7.66,12,6.23,8.13,0.17,6.44,33.41,64
Jaipur,3/9/2017,16.29,76.67,4.36,26.42,6.23,17.03,0.13,8.33,18.08,79
Jorapokhar,3/9/2017,16.29,76.67,4.36,26.42,6.23,17.03,0.13,8.33,18.08,79
Lucknow,3/9/2017,25.72,76.67,8.26,11.18,6.23,17.03,1.62,4.61,14.84,66
Mumbai,3/9/2017,25.72,76.67,8.26,11.18,6.23,17.03,0,4.61,14.84,66
Patna,3/9/2017,25.72,76.67,8.26,11.18,6.23,17.03,0,4.61,14.84,66
Thiruvananthapuram,3/9/2017,16.04,34.39,2.05,5.27,4.46,17.03,0.95,4.07,7.61,52
Visakhapatnam,3/9/2017,16.04,34.39,2.05,5.27,0,17.03,0,4.07,7.61,52
Ahmedabad,4/9/2017,16.04,34.39,2.05,5.27,0,17.03,0,4.07,7.61,52
Amritsar,4/9/2017,34.81,93.24,10.36,17.77,0,10.52,0.69,4.37,7.46,92
Bengaluru,4/9/2017,39.74,85.24,15.95,30.16,0,24.42,0.77,4.65,23.83,74
Chennai,4/9/2017,39,85.24,7.31,11.17,9.59,24.42,0.32,4.46,52.5,82
Delhi,4/9/2017,47.89,84.29,33.84,25.85,11.14,86.67,0.36,4.46,24.93,89
Gurugram,4/9/2017,33.68,84.29,3.37,26,11.14,86.67,2.7,4.52,13.92,96
Hyderabad,4/9/2017,17.26,49.36,8.5,16.95,7.97,4.95,0.21,4.92,33.5,59
Jaipur,4/9/2017,21.38,105.84,4.73,27.74,7.97,17.57,0.18,8.84,22.85,92
Jorapokhar,4/9/2017,21.38,105.84,4.73,27.74,7.97,17.57,0.18,8.84,22.85,92
Lucknow,4/9/2017,32.27,105.84,10.02,14.94,7.97,17.57,1.54,5.54,14.14,83
Mumbai,4/9/2017,32.27,105.84,10.02,14.94,7.97,17.57,0,5.54,14.14,83
Patna,4/9/2017,32.27,105.84,10.02,14.94,7.97,17.57,0,5.54,14.14,83
Thiruvananthapuram,4/9/2017,20.62,48.9,2.02,3.49,3.49,17.57,0.88,4.31,7.71,53
Visakhapatnam,4/9/2017,20.62,48.9,2.02,3.49,0,17.57,0,4.31,7.71,53
Ahmedabad,5/9/2017,20.62,48.9,2.02,3.49,0,17.57,0,4.31,7.71,53
Amritsar,5/9/2017,30.17,101.82,10.34,16.82,0,10.6,0.75,2.36,9.71,90
Bengaluru,5/9/2017,14.2,98.1,13.44,28.6,0,24.44,1.34,5.28,23.99,79
Chennai,5/9/2017,69.85,98.1,4.06,8.37,6.2,24.44,0.32,4.36,57.04,136
Delhi,5/9/2017,35.61,75.82,20.61,30.29,8.93,30.21,0.37,4.36,25.08,88
Gurugram,5/9/2017,33.98,75.82,1.04,26.24,8.93,30.21,1.03,4.78,13.67,88
Hyderabad,5/9/2017,19.86,62.12,8.01,14.47,6.99,5.61,0.18,5.04,41.28,79
Jaipur,5/9/2017,20.83,107.61,4.51,27.81,6.99,17.44,0.19,8.67,22.04,105
Jorapokhar,5/9/2017,20.83,56.6,5.06,6.43,6.99,17.44,0.38,20.75,22.04,105
Lucknow,5/9/2017,41.31,56.6,6.4,19.7,6.99,17.44,1.31,5.11,14.73,73
Mumbai,5/9/2017,41.31,56.6,6.4,19.7,6.99,17.44,0,5.11,14.73,73
Patna,5/9/2017,41.31,56.6,6.4,19.7,6.99,17.44,0,5.11,14.73,73
Thiruvananthapuram,5/9/2017,18.4,45.75,2.03,4.12,3.82,17.44,0.93,4.99,7.6,55
Visakhapatnam,5/9/2017,18.4,45.75,2.03,4.12,0,17.44,0,4.99,7.6,55
Ahmedabad,6/9/2017,18.4,45.75,2.03,4.12,0,17.44,0,4.99,7.6,55
Amritsar,6/9/2017,29.15,135.49,10.15,16.73,0,10.41,0.82,3.96,10.56,117
Bengaluru,6/9/2017,21.2,49.13,14.2,28.55,0,24.13,0.63,5.28,27.63,101
Chennai,6/9/2017,31.96,49.13,5.26,9,7.4,24.13,0.23,4.04,50.32,104
Delhi,6/9/2017,39.41,85.23,21.1,35.92,9.89,31.07,0.33,4.04,24.95,88
Gurugram,6/9/2017,34.07,85.23,1.71,26.05,9.89,31.07,0.94,5.12,12.08,63
Hyderabad,6/9/2017,29.32,70.96,10.13,19.22,8.58,5.72,0.19,4.97,24.76,86
Jaipur,6/9/2017,26.72,119.22,4.96,28.13,8.58,17.73,0.23,9.36,19.97,110
Jorapokhar,6/9/2017,26.72,119.22,4.96,28.13,8.58,17.73,0.23,9.36,19.97,110
Lucknow,6/9/2017,47.98,119.22,11.35,33.03,8.58,17.73,1.49,4.62,18.19,84
Mumbai,6/9/2017,47.98,119.22,11.35,33.03,8.58,17.73,0,4.62,18.19,84
Patna,6/9/2017,47.98,119.22,11.35,33.03,8.58,17.73,0,4.62,18.19,84
Thiruvananthapuram,6/9/2017,8.76,19.97,1.96,3.32,3.24,17.73,0.85,4.29,7.6,52
Visakhapatnam,6/9/2017,8.76,19.97,1.96,3.32,0,17.73,0,4.29,7.6,52
Ahmedabad,7/9/2017,8.76,19.97,1.96,3.32,0,17.73,0,4.29,7.6,52
Amritsar,7/9/2017,30.99,129.56,10.32,17.06,0,10.28,0.85,4.91,9.02,118
Bengaluru,7/9/2017,9.57,100.44,14.26,30.93,0,24.37,0.7,5.62,12.5,60
Chennai,7/9/2017,27.78,100.44,5.25,9.08,7.33,24.37,0.21,3.83,33.91,78
Delhi,7/9/2017,40.34,67.06,21.91,23.75,7.9,36.46,0.36,3.83,24.93,88
Gurugram,7/9/2017,33.86,67.06,1.79,26,7.9,36.46,0.97,5.03,12.97,63
Hyderabad,7/9/2017,40.82,80.64,13.1,19.8,10.17,7.5,0.21,5.23,32.88,82
Jaipur,7/9/2017,31.5,134.85,4.93,29.7,10.17,18.13,0.26,8.51,17.19,118
Jorapokhar,7/9/2017,31.5,134.85,4.93,29.7,10.17,18.13,0.26,8.51,17.19,118
Lucknow,7/9/2017,48.66,134.85,12.7,31.39,10.17,18.13,1.17,5.11,15.15,77
Mumbai,7/9/2017,48.66,134.85,12.7,31.39,10.17,18.13,0,5.11,15.15,77
Patna,7/9/2017,48.66,134.85,12.7,31.39,10.17,18.13,0,5.11,15.15,77
Thiruvananthapuram,7/9/2017,16.14,35.68,1.68,7.97,5.45,18.13,0.98,3.41,7.75,64
Visakhapatnam,7/9/2017,16.14,35.68,1.68,7.97,0,18.13,0,3.41,7.75,64
Ahmedabad,8/9/2017,16.14,35.68,1.68,7.97,0,18.13,0,3.41,7.75,64
Amritsar,8/9/2017,37.7,123.54,10.48,19.62,0,10.5,0.81,5.18,10.01,119
Bengaluru,8/9/2017,32.86,72.73,11.97,30.75,0,24.37,0.91,4.7,34.54,75
Chennai,8/9/2017,28.24,72.73,5.01,8.75,6.99,24.37,0.29,3.53,19.78,82
Delhi,8/9/2017,51.7,101.89,18.18,16.52,9.84,27.05,0.49,3.53,25.88,106
Gurugram,8/9/2017,45.31,101.89,3.16,25.82,9.84,27.05,1.09,4.65,17.47,78
Hyderabad,8/9/2017,32.63,58.94,9.14,19.17,8.14,6.64,0.18,4.57,39.66,74
Jaipur,8/9/2017,27.4,127.1,4.85,29.02,8.14,17.95,0.24,8.97,16.84,119
Jorapokhar,8/9/2017,27.4,127.1,4.85,29.02,8.14,17.95,0,8.97,16.84,119
Lucknow,8/9/2017,57.46,127.1,14.32,32.49,8.14,17.95,1.09,5.14,20.56,96
Mumbai,8/9/2017,57.46,127.1,14.32,32.49,8.14,17.95,0,5.14,20.56,96
Patna,8/9/2017,57.46,127.1,14.32,32.49,8.14,17.95,0,5.14,20.56,96
Thiruvananthapuram,8/9/2017,10.8,28.79,1.82,5.63,4.46,17.95,1.01,4.2,7.71,66
Visakhapatnam,8/9/2017,10.8,28.79,1.82,5.63,0,17.95,0,4.2,7.71,66
Ahmedabad,9/9/2017,10.8,28.79,1.82,5.63,0,17.95,0,4.2,7.71,66
Amritsar,9/9/2017,47.29,170.2,10.55,18.45,0,10.96,0.81,4.53,5.57,131
Bengaluru,9/9/2017,22.63,83.19,17.49,36.31,0,24.34,0.69,4.83,15.06,114
Chennai,9/9/2017,19.53,83.19,5.18,8.49,6.99,24.34,0.37,8.1,23.26,84
Delhi,9/9/2017,54.83,111.65,20.65,17.54,11.27,31.1,0.45,8.1,25.77,96
Gurugram,9/9/2017,67.28,111.65,3.59,25.89,11.27,31.1,1,4.38,20.76,109
Hyderabad,9/9/2017,32.88,57.8,7.56,15.23,6.52,5.53,0.19,5.02,41.62,72
Jaipur,9/9/2017,29.31,141.03,4.7,29.37,6.52,17.99,0.24,8.75,41.62,127
Jorapokhar,9/9/2017,29.31,141.03,4.7,29.37,6.52,17.99,0.24,8.75,41.62,127
Lucknow,9/9/2017,59.67,141.03,14.04,43.52,6.52,17.99,1.13,5.02,19.36,95
Mumbai,9/9/2017,59.67,141.03,14.04,43.52,6.52,17.99,0,5.02,19.36,95
Patna,9/9/2017,59.67,141.03,14.04,43.52,6.52,17.99,0,5.02,19.36,95
Thiruvananthapuram,9/9/2017,12.77,27.17,1.91,6.42,4.96,17.99,0.95,3.63,7.7,65
Visakhapatnam,9/9/2017,12.77,27.17,1.91,6.42,0,17.99,0,3.63,7.7,65
Ahmedabad,10/9/2017,12.77,27.17,1.91,6.42,0,17.99,0,3.63,7.7,65
Amritsar,10/9/2017,24.04,131.16,11.06,18.5,0,10.68,0.75,4.89,1.31,142
Bengaluru,10/9/2017,14.52,93.49,31.66,39.24,0,10.68,0.68,5.96,9.66,57
Chennai,10/9/2017,18.22,93.49,5.12,8.52,6.96,10.68,0.27,14.81,33.22,73
Delhi,10/9/2017,60.46,119.5,30.53,19.76,14.83,49.74,0.48,14.81,26.39,118
Gurugram,10/9/2017,72.11,119.5,4.89,25.88,14.83,49.74,0.97,4.62,17.71,131
Hyderabad,10/9/2017,18.58,41.91,7.95,15.66,6.21,5.51,0.09,3.32,31.82,60
Jaipur,10/9/2017,29.82,134.31,4.39,28.04,6.21,17.44,0.2,9.65,31.82,127
Jorapokhar,10/9/2017,29.82,134.31,4.39,28.04,6.21,17.44,0.2,9.65,31.82,127
Lucknow,10/9/2017,72.6,134.31,17.81,48.73,6.21,17.44,1.2,4.38,30.02,116
Mumbai,10/9/2017,72.6,134.31,17.81,48.73,6.21,17.44,0,4.38,30.02,116
Patna,10/9/2017,72.6,134.31,17.81,48.73,6.21,17.44,0,4.38,30.02,116
Thiruvananthapuram,10/9/2017,11.01,25.92,1.97,3.96,3.71,17.44,0.94,4.34,7.7,53
Visakhapatnam,10/9/2017,11.01,25.92,1.97,3.96,0,17.44,0,4.34,7.7,53
Ahmedabad,11/9/2017,11.01,25.92,1.97,3.96,0,17.44,0,4.34,7.7,53
Amritsar,11/9/2017,27.56,99.6,10.77,18.53,0,10.76,0.7,7.13,6.47,97
Bengaluru,11/9/2017,15.27,115.56,24.71,42.37,0,10.76,0.73,6.18,9.5,68
Chennai,11/9/2017,28.14,115.56,5.35,8.67,7.2,10.76,0.19,8.11,33.73,64
Delhi,11/9/2017,63.97,120.06,22.99,20.25,12,48,0.45,8.11,27.92,119
Gurugram,11/9/2017,79.97,120.06,3.22,25.36,12,48,0.88,4.79,17.61,142
Hyderabad,11/9/2017,12.34,30.25,8.08,15.36,8.43,5.37,0.21,4.19,32.15,51
Jaipur,11/9/2017,27.27,119.65,4.35,27.34,8.43,17.24,0.18,9.76,42.69,111
Jorapokhar,11/9/2017,27.27,119.65,4.35,27.34,8.43,17.24,0.18,9.76,42.69,111
Lucknow,11/9/2017,86,119.65,18.06,29.13,8.43,17.24,1.18,5.37,26.2,171
Mumbai,11/9/2017,86,119.65,18.06,29.13,8.43,17.24,0,5.37,26.2,171
Patna,11/9/2017,86,119.65,18.06,29.13,8.43,17.24,0,5.37,26.2,171
Thiruvananthapuram,11/9/2017,12.56,28.58,2.03,4.97,4.3,17.24,1.03,5.03,7.67,61
Visakhapatnam,11/9/2017,12.56,28.58,2.03,4.97,0,17.24,0,5.03,7.67,61
Ahmedabad,12/9/2017,12.56,28.58,2.03,4.97,0,17.24,0,5.03,7.67,61
Amritsar,12/9/2017,59.49,163.28,10.38,17.95,0,13.18,0.95,5.52,9.97,125
Bengaluru,12/9/2017,17.48,104.51,16.21,39.09,0,25.28,0.73,5.45,11.3,68
Chennai,12/9/2017,40.87,104.51,6.95,12.11,9.21,25.28,0.23,6.82,32.25,68
Delhi,12/9/2017,46.65,103.84,17.92,16.56,10.14,25.28,0.42,6.82,24.84,106
Gurugram,12/9/2017,95.69,103.84,2.17,25.88,10.14,25.28,1.12,4.72,14.26,238
Hyderabad,12/9/2017,10.33,27.36,7.92,15.27,7.46,4.47,0.11,4.17,33.02,55
Jaipur,12/9/2017,24.81,100.32,4.3,27.2,7.46,17.16,0.2,9.68,43.17,111
Jorapokhar,12/9/2017,24.81,100.32,4.3,27.2,7.46,17.16,0.2,9.68,43.17,111
Lucknow,12/9/2017,74.71,100.32,17.14,52.22,7.46,17.16,1.17,4.28,29.4,163
Mumbai,12/9/2017,74.71,100.32,17.14,52.22,7.46,17.16,0,4.28,29.4,163
Patna,12/9/2017,74.71,100.32,17.14,52.22,7.46,17.16,0,4.28,29.4,163
Thiruvananthapuram,12/9/2017,8.51,23.44,2,3.9,3.7,17.16,0.96,2.25,7.62,58
Visakhapatnam,12/9/2017,8.51,23.44,2,3.9,0,17.16,0,2.25,7.62,58
Ahmedabad,13-09-2017,8.51,23.44,2,3.9,0,17.16,0,2.25,7.62,58
Amritsar,13-09-2017,75.94,197,10.41,17.15,0,18.04,0.83,8.82,4.83,159
Bengaluru,13-09-2017,16.5,108.42,12.07,34.8,0,24.62,0.67,4.68,12.87,59
Chennai,13-09-2017,33.66,108.42,5.01,9.45,7.33,24.62,0.4,6.2,13.16,79
Delhi,13-09-2017,54.77,143.16,25.08,10.76,5.71,24.62,0.13,6.2,24.38,115
Gurugram,13-09-2017,78.62,143.16,3.49,25.63,5.71,24.62,0.91,4.73,20.02,163
Hyderabad,13-09-2017,17.29,36.34,8.63,17.06,7.56,6.1,0.07,5.03,30.88,55
Jaipur,13-09-2017,22.04,93.43,4.48,27.68,7.56,17.38,0.24,9.75,40.11,91
Jorapokhar,13-09-2017,22.04,93.43,4.48,27.68,7.56,17.38,0.24,9.75,40.11,91
Lucknow,13-09-2017,81.77,93.43,15.46,51.42,7.56,17.38,1.14,4.75,29.14,153
Mumbai,13-09-2017,81.77,93.43,15.46,51.42,7.56,17.38,0,4.75,29.14,153
Patna,13-09-2017,81.77,93.43,15.46,51.42,7.56,17.38,0,4.75,29.14,153
Thiruvananthapuram,13-09-2017,8.73,20.83,1.74,5.63,4.38,17.38,0.94,4.41,7.63,59
Visakhapatnam,13-09-2017,8.73,20.83,1.74,5.63,0,17.38,0,4.41,7.63,59
Ahmedabad,14-09-2017,8.73,20.83,1.74,5.63,0,17.38,0,4.41,7.63,59
Amritsar,14-09-2017,35.3,190.24,10.29,18.77,0,18.68,0.74,4.04,5.8,161
Bengaluru,14-09-2017,14.05,90.68,9.17,29.42,0,24.2,0.94,4.4,28.38,63
Chennai,14-09-2017,29.41,90.68,4.57,9.36,6.96,24.2,0.36,7.94,33.18,73
Delhi,14-09-2017,80.47,186.11,81.89,31.88,10.24,43.06,0.12,7.94,26.98,142
Gurugram,14-09-2017,85.17,186.11,4.51,23.15,10.24,43.06,1.02,5.2,18.91,199
Hyderabad,14-09-2017,10.44,17.55,8.51,15.62,7.61,4.67,0.05,5.09,34.13,60
Jaipur,14-09-2017,32.23,129.25,5.1,29.45,7.61,18.16,0.32,9.55,37.53,102
Jorapokhar,14-09-2017,32.23,129.25,5.1,29.45,7.61,18.16,0.32,9.55,37.53,102
Lucknow,14-09-2017,76.58,129.25,10.17,18.06,7.61,18.16,1.11,4.9,23.29,173
Mumbai,14-09-2017,76.58,129.25,10.17,18.06,7.61,18.16,0,4.9,23.29,173
Patna,14-09-2017,76.58,129.25,10.17,18.06,7.61,18.16,0,4.9,23.29,173
Thiruvananthapuram,14-09-2017,9.23,21.98,1.86,5.25,4.29,18.16,0.93,2.97,7.69,54
Visakhapatnam,14-09-2017,9.23,21.98,1.86,5.25,0,18.16,0,2.97,7.69,54
Ahmedabad,15-09-2017,9.23,21.98,1.86,5.25,0,18.16,0,2.97,7.69,54
Amritsar,15-09-2017,37.93,165.9,10.58,17.69,0,18.75,0.8,6.34,6.43,154
Bengaluru,15-09-2017,8.58,71.81,11.34,31.38,0,25.08,0.58,4.68,18.53,52
Chennai,15-09-2017,36.17,71.81,5.07,10.03,7.66,25.08,0.22,12.73,19.31,77
Delhi,15-09-2017,64.37,127.68,25.94,34.75,12.73,31.02,0.36,12.73,27.32,169
Gurugram,15-09-2017,61.76,127.68,3.32,20.42,12.73,31.02,0.94,4.07,22.56,123
Hyderabad,15-09-2017,12.64,27.69,7.97,15.22,7.29,4,0.06,4.68,38,56
Jaipur,15-09-2017,38.06,159.03,4.67,29.1,7.29,17.77,0.2,8.75,37.34,142
Jorapokhar,15-09-2017,38.06,159.03,4.67,29.1,7.29,17.77,0.2,8.75,37.34,142
Lucknow,15-09-2017,53.51,159.03,10.91,24.96,7.29,17.77,1.28,5.46,30.61,120
Mumbai,15-09-2017,53.51,159.03,10.91,24.96,7.29,17.77,0,5.46,30.61,120
Patna,15-09-2017,53.51,159.03,10.91,24.96,7.29,17.77,0,5.46,30.61,120
Thiruvananthapuram,15-09-2017,15.46,37.03,1.93,6.97,5.22,17.77,1.01,3.4,7.56,60
Visakhapatnam,15-09-2017,15.46,37.03,1.93,6.97,0,17.77,0,3.4,7.56,60
Ahmedabad,16-09-2017,15.46,37.03,1.93,6.97,0,17.77,0,3.4,7.56,60
Amritsar,16-09-2017,54.76,153.86,10.52,17.54,0,19.45,0.77,4.69,8.74,136
Bengaluru,16-09-2017,8.49,92.8,11.49,31.42,0,24.21,0.37,5.42,14.39,49
Chennai,16-09-2017,36.71,92.8,5.2,9.87,7.68,24.21,0.32,7.75,27.23,77
Delhi,16-09-2017,51.56,82.26,19.27,36.6,14.42,40.92,0.44,7.75,26.7,110
Gurugram,16-09-2017,69.14,82.26,1.25,20.5,14.42,40.92,1.02,4.49,21.38,119
Hyderabad,16-09-2017,10.27,19.92,7.38,13.77,6.37,3.71,0.06,13.08,34.23,56
Jaipur,16-09-2017,42.42,166.8,4.5,29,6.37,17.74,0.21,9.01,36.74,135
Jorapokhar,16-09-2017,42.42,166.8,4.5,29,6.37,17.74,0.21,9.01,36.74,135
Lucknow,16-09-2017,43.46,166.8,9.4,32.36,6.37,17.74,1.25,4.64,32.14,79
Mumbai,16-09-2017,43.46,166.8,9.4,32.36,6.37,17.74,0,4.64,32.14,79
Patna,16-09-2017,43.46,166.8,9.4,32.36,6.37,17.74,0,4.64,32.14,79
Thiruvananthapuram,16-09-2017,12.07,34.22,2,4.8,4.12,17.74,1.07,3.29,7.68,71
Visakhapatnam,16-09-2017,12.07,34.22,2,4.8,0,17.74,0,3.29,7.68,71
Ahmedabad,17-09-2017,12.07,34.22,2,4.8,0,17.74,0,3.29,7.68,71
Amritsar,17-09-2017,52.81,197.08,10.27,17.3,0,23.81,0.85,6.09,12.89,137
Bengaluru,17-09-2017,7.02,52.78,12.3,31.84,0,23.37,0.42,5.52,5.9,40
Chennai,17-09-2017,25.13,52.78,6.33,10.09,8.63,23.37,0.23,10.15,17.7,77
Delhi,17-09-2017,53.05,85.65,23.98,37.33,13.49,31.89,0.33,10.15,26.7,106
Gurugram,17-09-2017,62.94,85.65,1,20.66,13.49,31.89,0.97,4.87,30.88,123
Hyderabad,17-09-2017,15.67,27.18,10.04,12.72,4.23,3.75,0.04,3.3,31.75,39
Jaipur,17-09-2017,36.33,158.2,4.4,28.37,4.23,17.5,0.22,9.91,37.68,149
Jorapokhar,17-09-2017,36.33,158.2,4.4,28.37,4.23,17.5,0.22,9.91,37.68,149
Lucknow,17-09-2017,44.81,158.2,12.03,33.74,4.23,17.5,1.16,4.83,31.59,76
Mumbai,17-09-2017,44.81,158.2,12.03,33.74,4.23,17.5,0,4.83,31.59,76
Patna,17-09-2017,44.81,158.2,12.03,33.74,4.23,17.5,0,4.83,31.59,76
Thiruvananthapuram,17-09-2017,8.79,21.48,1.98,4.65,4.06,17.5,0.91,4.86,7.59,60
Visakhapatnam,17-09-2017,8.79,21.48,1.98,4.65,0,17.5,0,4.86,7.59,60
Ahmedabad,18-09-2017,8.79,21.48,1.98,4.65,0,17.5,0,4.86,7.59,60
Amritsar,18-09-2017,71.8,225.14,24.27,36.24,0,25.83,0.93,5.74,5.95,173
Bengaluru,18-09-2017,8.57,66.31,8.79,28.46,0,23.92,0.42,5.12,6.18,43
Chennai,18-09-2017,25.17,66.31,5.81,10.02,8.21,23.92,0.32,5.36,19.6,67
Delhi,18-09-2017,60.83,102.29,20.23,56.67,11.54,33.88,0.21,5.36,30.08,99
Gurugram,18-09-2017,56.2,102.29,0.81,21.01,11.54,33.88,1.16,5.39,38.15,107
Hyderabad,18-09-2017,9.17,16.29,6.94,10.48,5.36,3.25,0.04,4.37,34.2,53
Jaipur,18-09-2017,38.83,166.38,4.89,31.45,5.36,18.54,0.31,9.28,34.34,138
Jorapokhar,18-09-2017,38.83,166.38,4.89,31.45,5.36,18.54,0.31,9.28,34.34,138
Lucknow,18-09-2017,40.76,166.38,9.45,34.34,5.36,18.54,3.23,5.15,27.24,75
Mumbai,18-09-2017,40.76,166.38,9.45,34.34,5.36,18.54,0,5.15,27.24,75
Patna,18-09-2017,40.76,166.38,9.45,34.34,5.36,18.54,0,5.15,27.24,75
Thiruvananthapuram,18-09-2017,11.3,29.78,1.96,5.39,4.4,18.54,0.97,2.94,7.71,69
Visakhapatnam,18-09-2017,11.3,29.78,1.96,5.39,0,18.54,0,2.94,7.71,69
Ahmedabad,19-09-2017,11.3,29.78,1.96,5.39,0,18.54,0,2.94,7.71,69
Amritsar,19-09-2017,44.09,221.27,7.61,16.17,0,18.3,0.79,11.1,24.39,202
Bengaluru,19-09-2017,7.68,87.05,8.76,29.35,0,23.97,0.42,5.56,19.64,44
Chennai,19-09-2017,32.9,87.05,6.12,10.36,8.6,23.97,0.25,5.74,20.92,68
Delhi,19-09-2017,55.55,112.21,19.87,34.72,16.17,45,0.43,5.74,28.73,109
Gurugram,19-09-2017,51.96,112.21,1.13,21.11,16.17,45,0.98,5.34,36.53,116
Hyderabad,19-09-2017,10.28,19.23,7.19,10.5,5.22,3.21,0.05,4.24,38.84,54
Jaipur,19-09-2017,30.51,138.75,6.44,32.22,5.22,18.73,0.94,13.22,23.59,146
Jorapokhar,19-09-2017,30.51,138.75,6.44,32.22,5.22,18.73,0.94,13.22,23.59,146
Lucknow,19-09-2017,22.15,138.75,7.67,23,5.22,18.73,8.13,4.91,18.66,141
Mumbai,19-09-2017,22.15,138.75,7.67,23,5.22,18.73,0,4.91,18.66,141
Patna,19-09-2017,22.15,138.75,7.67,23,5.22,18.73,0,4.91,18.66,141
Thiruvananthapuram,19-09-2017,11.08,38.16,1.96,3.64,3.51,18.73,0.95,4.08,7.63,65
Visakhapatnam,19-09-2017,11.08,38.16,1.96,3.64,0,18.73,0,4.08,7.63,65
Ahmedabad,20-09-2017,11.08,38.16,1.96,3.64,0,18.73,0,4.08,7.63,65
Amritsar,20-09-2017,54.21,243.06,7.44,15.66,0,18,0.82,6.17,14.87,189
Bengaluru,20-09-2017,10.21,81.53,6.9,28.47,0,24.05,0.47,5.14,25.61,52
Chennai,20-09-2017,39.01,81.53,3.37,6.04,4.94,24.05,0.13,7.53,25.78,67
Delhi,20-09-2017,70.81,111.9,29.89,21.49,21.37,56.47,0.44,7.53,31.95,137
Gurugram,20-09-2017,93.97,111.9,2.71,21.01,21.37,56.47,0.99,7.83,30.21,148
Hyderabad,20-09-2017,9.76,24.64,6.79,10.86,5.52,3.22,0.05,5.12,41.74,57
Jaipur,20-09-2017,37.34,147.92,7.94,41.96,5.52,46.08,0.86,10.57,28.72,164
Jorapokhar,20-09-2017,37.34,147.92,7.94,41.96,5.52,46.08,0.86,10.57,28.72,164
Lucknow,20-09-2017,41.19,147.92,9.36,25.2,5.52,46.08,1.33,4.93,16.73,61
Mumbai,20-09-2017,41.19,147.92,9.36,25.2,5.52,46.08,0,4.93,16.73,61
Patna,20-09-2017,41.19,147.92,9.36,25.2,5.52,46.08,0,4.93,16.73,61
Thiruvananthapuram,20-09-2017,9.43,27.48,1.89,4.74,4.04,46.08,0.95,5.44,7.73,59
Visakhapatnam,20-09-2017,9.43,27.48,1.89,4.74,0,46.08,0,5.44,7.73,59
Ahmedabad,21-09-2017,9.43,27.48,1.89,4.74,0,46.08,0,5.44,7.73,59
Amritsar,21-09-2017,56.33,248.8,7.64,16.14,0,18.16,0.81,3.78,17.82,196
Bengaluru,21-09-2017,12.64,80.51,7.32,28.19,0,24.04,0.38,5.16,24.16,51
Chennai,21-09-2017,31.68,80.51,5.28,10.35,7.97,24.04,0.11,16.84,28.07,71
Delhi,21-09-2017,55.93,76.81,27.16,22.74,16.34,31.36,0.46,16.84,23.1,144
